"","id","weights","Region","State","Gender","SES","Age","Income","Expenses","Edu","Interest","KnowCat","PartyID","SupportPT","Ideology","VoteInt","PresPref","PresPref.rmdk","Strategic","PresPred_1","PresPred_2","PresPred_3","PredConf","IDParty","PartyID1","PartyID1_Other","IDParty2","PartyID2","PartyID2_Other","VoteInt1","VoteInt1_Other","VoteInt2","VoteInt2_Other","PresPref_Other","KB1c","KB2c","KB3c","KB4c","KB5c","KB6c","KB7c","KB8c","KB9c","KBpca"
"2131",3831,0.91,"Sudeste","Rio de Janeiro","Female","D-E",21,"R$600 – R$899","Always","Colegial incompleto (até 2ª série do ensino médio)","A little","Low",NA,"Neutral","Don't Know","Cabo Daciolo (PATRI)","Cabo Daciolo (PATRI)","Cabo Daciolo (PATRI)",0,"Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Alvaro Dias (PODE)","A little","Não sei",NA,"","Não",NA,"",NA,"Cabo Daciolo (PATRI)",NA,NA,"Cabo Daciolo (PATRI)","Don't Know","Incorrect","Incorrect","Don't Know","Correct","Don't Know","Don't Know","Correct","Incorrect",0.130025833438657
"2132",851,0.91,"Sudeste","São Paulo","Female","D-E",24,"R$1.200 – R$1.799","Sometimes","Colegial completo (3ª série do ensino médio)","A little","Highest","Partido dos Trabalhadores (PT)","Support Partially","Center","Don't Know","Jair Bolsonaro (PSL)","Jair Bolsonaro (PSL)",1,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Geraldo Alckmin (PSDB)","A little","Não sei",NA,"","Sim","Partido dos Trabalhadores (PT)","",NA,"Não sei",NA,NA,"","Correct","Incorrect","Incorrect","Don't Know","Correct","Correct","Don't Know","Correct","Correct",-0.938074632892184
"2133",4383,0.91,"Sudeste","Rio de Janeiro","Female","D-E",22,"R$600 – R$899","Sometimes","Colegial completo (3ª série do ensino médio)","Not at all","Low",NA,"Don't Know","Don't Know",NA,"Don't Know",NA,NA,"Ciro Gomes (PDT)","Marina Silva (REDE)","Geraldo Alckmin (PSDB)","Very","Não",NA,"","Não",NA,"",NA,"",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Correct",0.532733933419229
"2134",4786,0.91,"Centro Oeste","Goiás","Female","C2",27,"R$3.400 – R$9.999","Sometimes","Ensino universitário completo","Very","Low","Partido Social Liberal (PSL)","Oppose Partially","Center","Guilherme Boulos (PSOL)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",1,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Ciro Gomes (PDT)","Somewhat","Sim","Partido Social Liberal (PSL)","",NA,NA,"",NA,"Guilherme Boulos (PSOL)",NA,NA,"","Incorrect","Don't Know","Incorrect","Don't Know","Correct","Don't Know","Incorrect","Correct","Correct",0.0970571645124638
"2135",2056,0.85,"Sudeste","São Paulo","Female","C2",31,"R$900 – R$1.199","Often","Primário completo (4ª serie do ensino fundamental)","A little","Lowest","Partido da Social Democracia Brasileira (PSDB)","Don't Know","Don't Know",NA,"Don't Know",NA,NA,"Fernando Haddad (PT)","João Amoêdo (NOVO)","Jair Bolsonaro (PSL)","A little","Não sei",NA,"","Sim","Partido da Social Democracia Brasileira (PSDB)","",NA,"",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Don't Know","Correct","Correct",0.616024387444372
"2136",1338,0.85,"Norte","Amazonas","Female","C2",20,"R$3.400 – R$9.999","Sometimes","Colegial completo (3ª série do ensino médio)","Very","Highest","Outros","Oppose Totally","Center","Cabo Daciolo (PATRI)","Cabo Daciolo (PATRI)","Cabo Daciolo (PATRI)",0,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Ciro Gomes (PDT)","Very","Sim",NA,"Outros",NA,NA,"",NA,"Cabo Daciolo (PATRI)",NA,NA,"Cabo Daciolo (PATRI)","Correct","Incorrect","Incorrect","Correct","Correct","Correct","Incorrect","Correct","Correct",-1.35325479234159
"2137",2602,0.85,"Norte","Rondônia","Female","C2",19,NA,"Sometimes","Ensino universitário incompleto ou especialização (técnico após ensino médio)","A little","Highest",NA,"Neutral","Don't Know",NA,"Don't Know",NA,NA,"Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Geraldo Alckmin (PSDB)","Not at all","Não sei",NA,"","Não sei",NA,"",NA,"",NA,NA,"","Correct","Don't Know","Incorrect","Incorrect","Correct","Correct","Correct","Correct","Don't Know",-0.988396417991135
"2138",3903,0.79,"Sul","Paraná","Male","C1",36,"R$1.200 – R$1.799","Always","Primário completo (4ª serie do ensino fundamental)","A little","Low","Partido dos Trabalhadores (PT)","Support Partially","Don't Know","Fernando Haddad (PT)","Fernando Haddad (PT)","Fernando Haddad (PT)",0,"Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Geraldo Alckmin (PSDB)","Very","Sim","Partido dos Trabalhadores (PT)","",NA,NA,"",NA,"Fernando Haddad (PT)",NA,NA,"","Correct","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Correct",0.0381284868173019
"2139",3448,0.75,"Nordeste","Bahia","Female","C1",33,NA,NA,"Primário completo (4ª serie do ensino fundamental)","Not at all","Highest",NA,"Don't Know","Right",NA,"Jair Bolsonaro (PSL)","Jair Bolsonaro (PSL)",NA,"Jair Bolsonaro (PSL)","Alvaro Dias (PODE)","Henrique Meirelles (MDB)","A little","Não sei",NA,"","Não",NA,"",NA,"",NA,NA,"","Correct","Incorrect","Correct","Correct","Don't Know","Correct","Correct","Correct","Don't Know",-0.985293970243149
"2140",4865,0.75,"Nordeste","Bahia","Female","C1",30,NA,"Rarely","Colegial incompleto (até 2ª série do ensino médio)","Somewhat","Lowest",NA,"Oppose Totally","Don't Know",NA,"Don't Know",NA,NA,"Henrique Meirelles (MDB)","Geraldo Alckmin (PSDB)","Jair Bolsonaro (PSL)","Not at all","Não",NA,"","Não",NA,"",NA,"",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Incorrect",0.7067299448685
"2141",3311,0.74,"Sul","Rio Grande do Sul","Male","C2",30,NA,"Often","Colegial completo (3ª série do ensino médio)","Somewhat","Low",NA,"Oppose Partially","Right","Cabo Daciolo (PATRI)","Cabo Daciolo (PATRI)","Cabo Daciolo (PATRI)",0,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Ciro Gomes (PDT)","Somewhat","Não",NA,"","Não",NA,"",NA,"Cabo Daciolo (PATRI)",NA,NA,"Cabo Daciolo (PATRI)","Don't Know","Incorrect","Incorrect","Don't Know","Correct","Don't Know","Correct","Correct","Correct",0.0137667104873203
"2142",2951,0.74,"Sul","Rio Grande do Sul","Male","C2",33,NA,"Always","Colegial incompleto (até 2ª série do ensino médio)","A little","Lowest","Partido dos Trabalhadores (PT)","Support Totally","Don't Know",NA,"Don't Know",NA,NA,"Ciro Gomes (PDT)","Fernando Haddad (PT)","Marina Silva (REDE)","A little","Não",NA,"","Sim","Partido dos Trabalhadores (PT)","",NA,"",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Don't Know","Incorrect","Correct",0.673761275942307
"2143",3307,0.66,"Centro Oeste","Goiás","Male","C1",29,"R$1.800 – R$3.399","Sometimes","Ensino universitário completo","Very","Lowest",NA,"Support Partially","Don't Know","Guilherme Boulos (PSOL)","João Amoêdo (NOVO)","João Amoêdo (NOVO)",1,"Fernando Haddad (PT)","Jair Bolsonaro (PSL)","João Amoêdo (NOVO)","Very","Não",NA,"","Não",NA,"",NA,"Guilherme Boulos (PSOL)",NA,NA,"","Incorrect","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Incorrect","Correct","Correct",0.616024387444372
"2144",3116,0.66,"Sul","Rio Grande do Sul","Female","C2",32,"Menos de R$300","Always","Ginásio completo (8ª série do ensino fundamental)","Not at all","Lowest",NA,"Don't Know","Don't Know",NA,"Don't Know",NA,NA,"Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Geraldo Alckmin (PSDB)","Somewhat","Não",NA,"","Não",NA,"",NA,"",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Incorrect","Incorrect","Correct",0.673761275942307
"2145",3336,0.66,"Sul","Rio Grande do Sul","Female","C2",29,"R$300 - R$599","Always","Ginásio completo (8ª série do ensino fundamental)","A little","Lowest","Partido dos Trabalhadores (PT)","Neutral","Don't Know",NA,"Don't Know",NA,NA,"Henrique Meirelles (MDB)","Geraldo Alckmin (PSDB)","Fernando Haddad (PT)","Somewhat","Não",NA,"","Sim","Partido dos Trabalhadores (PT)","",NA,"",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Incorrect","Don't Know","Don't Know","Incorrect","Correct",0.673761275942307
"2146",732,0.63,"Centro Oeste","Distrito Federal","Female","B1",45,"R$3.400 – R$9.999","Rarely","Ensino universitário incompleto ou especialização (técnico após ensino médio)","Very","Low",NA,"Support Partially","Left","Guilherme Boulos (PSOL)","Ciro Gomes (PDT)","Ciro Gomes (PDT)",1,"Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Fernando Haddad (PT)","A little","Não",NA,"","Sim",NA,"Partido Socialismo e Liberdade (PSOL)",NA,"Guilherme Boulos (PSOL)",NA,NA,"","Incorrect","Don't Know","Incorrect","Don't Know","Incorrect","Don't Know","Correct","Correct","Correct",0.532733933419229
"2147",991,0.63,"Nordeste","Pernambuco","Male","C2",22,"R$1.800 – R$3.399","Sometimes","Ensino universitário completo","Not at all","Low",NA,"Neutral","Don't Know",NA,"Don't Know",NA,NA,"Marina Silva (REDE)","Ciro Gomes (PDT)","Geraldo Alckmin (PSDB)","Not at all","Não",NA,"","Não",NA,"",NA,"",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Correct",0.532733933419229
"2148",4393,0.62,"Sudeste","Rio de Janeiro","Male","C1",30,"R$1.800 – R$3.399","Rarely","Ensino universitário incompleto ou especialização (técnico após ensino médio)","Very","Lowest",NA,"Oppose Totally","Far-right","Cabo Daciolo (PATRI)","Cabo Daciolo (PATRI)","Cabo Daciolo (PATRI)",0,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Geraldo Alckmin (PSDB)","Somewhat","Não",NA,"","Não",NA,"",NA,"Cabo Daciolo (PATRI)",NA,NA,"Cabo Daciolo (PATRI)","Incorrect","Don't Know","Incorrect","Incorrect","Incorrect","Don't Know","Incorrect","Correct","Correct",0.616024387444372
"2149",2138,0.62,"Sudeste","Espírito Santo","Male","C1",29,"R$1.800 – R$3.399","Rarely","Colegial completo (3ª série do ensino médio)","Somewhat","Low","Partido dos Trabalhadores (PT)","Support Partially","Don't Know",NA,"Geraldo Alckmin (PSDB)","Geraldo Alckmin (PSDB)",NA,"Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Geraldo Alckmin (PSDB)","A little","Sim","Partido dos Trabalhadores (PT)","",NA,NA,"",NA,"",NA,NA,"","Correct","Incorrect","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Incorrect",0.0710971557434951
"2150",4275,0.62,"Norte","Amazonas","Male","C1",21,NA,"Often","Colegial completo (3ª série do ensino médio)","A little","Low",NA,"Neutral","Don't Know",NA,"Jair Bolsonaro (PSL)","Jair Bolsonaro (PSL)",NA,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Ciro Gomes (PDT)","Somewhat","Não",NA,"","Não",NA,"",NA,"",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Correct",0.532733933419229
"2151",3745,0.59,"Centro Oeste","Mato Grosso","Female","C1",28,"R$1.200 – R$1.799","Always","Colegial completo (3ª série do ensino médio)","Somewhat","Highest",NA,"Oppose Totally","Don't Know","Cabo Daciolo (PATRI)","Don't Know",NA,NA,"Geraldo Alckmin (PSDB)","Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Somewhat","Não",NA,"","Não sei",NA,"",NA,"Cabo Daciolo (PATRI)",NA,NA,"","Correct","Don't Know","Incorrect","Don't Know","Correct","Don't Know","Correct","Correct","Correct",-0.480838736114607
"2152",715,0.59,"Centro Oeste","Mato Grosso","Female","C1",27,NA,"Rarely","Ensino universitário incompleto ou especialização (técnico após ensino médio)","A little","Lowest",NA,"Neutral","Don't Know",NA,"Don't Know",NA,NA,"Ciro Gomes (PDT)","Jair Bolsonaro (PSL)","Fernando Haddad (PT)","A little","Não",NA,"","Não sei",NA,"",NA,"",NA,NA,"","Don't Know","Incorrect","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Incorrect",0.565702602345422
"2153",2855,0.56,"Nordeste","Bahia","Female","C2",22,"R$1.200 – R$1.799","Often","Colegial completo (3ª série do ensino médio)","Very","Highest","Outros","Support Partially","Don't Know","Cabo Daciolo (PATRI)","Cabo Daciolo (PATRI)","Cabo Daciolo (PATRI)",0,"Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Geraldo Alckmin (PSDB)","Very","Sim",NA,"Outros",NA,NA,"",NA,"Cabo Daciolo (PATRI)",NA,NA,"Cabo Daciolo (PATRI)","Correct","Incorrect","Correct","Don't Know","Incorrect","Correct","Correct","Correct","Don't Know",-0.57011381079374
"2154",1044,0.56,"Nordeste","Paraíba","Female","C2",21,"R$900 – R$1.199","Never","Colegial completo (3ª série do ensino médio)","A little","Highest","Partido dos Trabalhadores (PT)","Support Partially","Left",NA,"Ciro Gomes (PDT)","Ciro Gomes (PDT)",NA,"Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Very","Não",NA,"","Sim","Partido dos Trabalhadores (PT)","",NA,"",NA,NA,"","Correct","Don't Know","Incorrect","Don't Know","Correct","Don't Know","Correct","Correct","Correct",-0.480838736114607
"2155",576,0.55,"Sudeste","São Paulo","Female","C1",31,"R$1.800 – R$3.399","Often","Colegial completo (3ª série do ensino médio)","Somewhat","Low",NA,"Oppose Totally","Don't Know","Cabo Daciolo (PATRI)","Cabo Daciolo (PATRI)","Cabo Daciolo (PATRI)",0,"Ciro Gomes (PDT)","Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Very","Não",NA,"","Não",NA,"",NA,"Cabo Daciolo (PATRI)",NA,NA,"Cabo Daciolo (PATRI)","Don't Know","Incorrect","Correct","Don't Know","Don't Know","Don't Know","Correct","Correct","Correct",0.432049317684715
"2156",1244,0.55,"Sudeste","São Paulo","Female","C1",32,"R$300 - R$599","Always","Colegial completo (3ª série do ensino médio)","A little","Lowest",NA,"Oppose Partially","Don't Know","Abstain","Don't Know",NA,NA,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Ciro Gomes (PDT)","A little","Não",NA,"","Não",NA,"",NA,"Não irei votar",NA,NA,"","Incorrect","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Incorrect","Correct","Correct",0.616024387444372
"2157",3012,0.55,"Sudeste","Rio de Janeiro","Female","C1",33,"R$1.800 – R$3.399","Often","Pós-graduação completo ou mais","Very","Highest",NA,"Support Partially","Don't Know","Don't Know","Ciro Gomes (PDT)","Ciro Gomes (PDT)",1,"Jair Bolsonaro (PSL)","Fernando Haddad (PT)","Ciro Gomes (PDT)","Somewhat","Não",NA,"","Não",NA,"",NA,"Não sei",NA,NA,"","Correct","Incorrect","Incorrect","Correct","Incorrect","Correct","Incorrect","Correct","Correct",-0.834287569409685
"2158",3839,0.55,"Sudeste","Rio de Janeiro","Female","C1",31,"R$3.400 – R$9.999","Always","Pós-graduação completo ou mais","A little","Low",NA,"Oppose Totally","Right",NA,"João Amoêdo (NOVO)","João Amoêdo (NOVO)",NA,"Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Geraldo Alckmin (PSDB)","Somewhat","Não sei",NA,"","Sim",NA,"Partido Novo (NOVO)",NA,"",NA,NA,"","Correct","Incorrect","Correct","Incorrect","Don't Know","Don't Know","Incorrect","Correct","Don't Know",0.0537029940341244
"2159",1622,0.55,"Sudeste","São Paulo","Female","C1",29,"R$1.200 – R$1.799","Sometimes","Colegial completo (3ª série do ensino médio)","A little","Lowest","Partido dos Trabalhadores (PT)","Support Partially","Left",NA,"Don't Know",NA,NA,"João Amoêdo (NOVO)","Ciro Gomes (PDT)","Fernando Haddad (PT)","Not at all","Sim","Partido dos Trabalhadores (PT)","",NA,NA,"",NA,"",NA,NA,"","Incorrect","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Don't Know","Correct","Correct",0.616024387444372
"2160",3711,0.55,"Sudeste","Rio de Janeiro","Female","C1",33,"R$1.800 – R$3.399","Often",NA,"Somewhat","Lowest",NA,"Don't Know","Don't Know",NA,"Don't Know",NA,NA,"Jair Bolsonaro (PSL)","João Amoêdo (NOVO)","Henrique Meirelles (MDB)","Somewhat","Não sei",NA,"","Não sei",NA,"",NA,"",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Don't Know","Correct","Correct",0.616024387444372
"2161",4320,0.49,"Centro Oeste","Distrito Federal","Male","C2",19,NA,NA,NA,"Somewhat","Lowest","Partido Socialismo e Liberdade (PSOL)","Oppose Partially","Center","Cabo Daciolo (PATRI)","Jair Bolsonaro (PSL)","Jair Bolsonaro (PSL)",1,"Ciro Gomes (PDT)","Alvaro Dias (PODE)","Jair Bolsonaro (PSL)","A little","Sim",NA,"Partido Socialismo e Liberdade (PSOL)",NA,NA,"",NA,"Cabo Daciolo (PATRI)",NA,NA,"","Incorrect","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Incorrect","Correct","Correct",0.616024387444372
"2162",1001,0.46,"Sudeste","Minas Gerais","Male","C2",20,"R$1.800 – R$3.399","Sometimes","Colegial completo (3ª série do ensino médio)","Very","Lowest",NA,"Oppose Totally","Right","Cabo Daciolo (PATRI)","Don't Know",NA,NA,"Ciro Gomes (PDT)","Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Somewhat","Não",NA,"","Não",NA,"",NA,"Cabo Daciolo (PATRI)",NA,NA,"","Incorrect","Incorrect","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Don't Know",0.565702602345422
"2163",1050,0.46,"Sudeste","Rio de Janeiro","Male","C2",18,NA,NA,NA,"Not at all","Lowest",NA,"Don't Know","Don't Know",NA,"Don't Know",NA,NA,"Marina Silva (REDE)","Jair Bolsonaro (PSL)","João Amoêdo (NOVO)","Not at all","Não sei",NA,"","Sim",NA,"",NA,"",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Don't Know","Incorrect","Correct",0.673761275942307
"2164",1541,0.46,"Sul","Rio Grande do Sul","Female","B1",46,"R$1.800 – R$3.399","Always","Colegial completo (3ª série do ensino médio)","A little","Low","Partido Democrático Trabalhista (PDT)","Oppose Partially","Center",NA,"Alvaro Dias (PODE)","Alvaro Dias (PODE)",NA,"Jair Bolsonaro (PSL)","Ciro Gomes (PDT)","Fernando Haddad (PT)","A little","Não",NA,"","Sim","Partido Democrático Trabalhista (PDT)","",NA,"",NA,NA,"","Incorrect","Incorrect","Correct","Don't Know","Incorrect","Incorrect","Correct","Correct","Correct",0.432049317684715
"2165",710,0.44,"Centro Oeste","Mato Grosso do Sul","Female","C2",24,"R$900 – R$1.199","Always",NA,"A little","Lowest",NA,"Don't Know","Don't Know",NA,"Don't Know",NA,NA,"Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Geraldo Alckmin (PSDB)","A little","Não",NA,"","Não sei",NA,"",NA,"",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Don't Know","Correct","Correct",0.616024387444372
"2166",1630,0.41,"Sudeste","São Paulo","Female","C2",20,"R$1.200 – R$1.799","Never","Ginásio completo (8ª série do ensino fundamental)","Somewhat","Low",NA,"Support Partially","Center","Fernando Haddad (PT)","Fernando Haddad (PT)","Fernando Haddad (PT)",0,"Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Geraldo Alckmin (PSDB)","Somewhat","Não sei",NA,"","Sim",NA,"Outros",NA,"Fernando Haddad (PT)",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Correct","Don't Know","Don't Know","Correct","Incorrect",0.130025833438657
"2167",1994,0.41,"Sudeste","São Paulo","Female","C2",21,"R$900 – R$1.199","Sometimes","Colegial completo (3ª série do ensino médio)","A little","Lowest",NA,"Neutral","Don't Know",NA,"Don't Know",NA,NA,"Geraldo Alckmin (PSDB)","Ciro Gomes (PDT)","Jair Bolsonaro (PSL)","Very","Não",NA,"","Não",NA,"",NA,"",NA,NA,"","Don't Know","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Incorrect","Correct",0.590470821917163
"2168",3001,0.41,"Nordeste","Ceará","Male","C1",21,"R$600 – R$899","Sometimes","Ginásio completo (8ª série do ensino fundamental)","Very","Lowest","Outros","Don't Know","Don't Know","Cabo Daciolo (PATRI)","Cabo Daciolo (PATRI)","Cabo Daciolo (PATRI)",0,"Ciro Gomes (PDT)","Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Somewhat","Sim",NA,"Outros",NA,NA,"",NA,"Cabo Daciolo (PATRI)",NA,NA,"Cabo Daciolo (PATRI)","Incorrect","Incorrect","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Don't Know",0.565702602345422
"2169",3663,0.36,"Nordeste","Bahia","Female","C1",23,"R$1.200 – R$1.799","Rarely","Ensino universitário incompleto ou especialização (técnico após ensino médio)","A little","Low",NA,"Oppose Totally","Don't Know","Cabo Daciolo (PATRI)","Cabo Daciolo (PATRI)","Cabo Daciolo (PATRI)",0,"Marina Silva (REDE)","Fernando Haddad (PT)","Jair Bolsonaro (PSL)","Very","Não",NA,"","Não",NA,"",NA,"Cabo Daciolo (PATRI)",NA,NA,"Cabo Daciolo (PATRI)","Correct","Don't Know","Incorrect","Don't Know","Don't Know","Don't Know","Correct","Correct","Correct",0.0381284868173019
"2170",2542,0.36,"Nordeste","Rio Grande do Norte","Female","C1",18,"R$900 – R$1.199","Often","Colegial completo (3ª série do ensino médio)","Not at all","High",NA,"Oppose Totally","Center","Henrique Meirelles (MDB)","Cabo Daciolo (PATRI)","Cabo Daciolo (PATRI)",1,"Henrique Meirelles (MDB)","Ciro Gomes (PDT)","Jair Bolsonaro (PSL)","A little","Não sei",NA,"","Não",NA,"",NA,"Henrique Meirelles (MDB)",NA,NA,"Cabo Daciolo (PATRI)","Incorrect","Incorrect","Incorrect","Don't Know","Incorrect","Correct","Correct","Correct","Correct",-0.00779241738349251
